authority_tier,char_count,key,lane,name,node_id,node_type,source_id
,,bartuc-s-cut-throat-t685,,"Bartuc's Cut-Throat 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",d4d8ba63-70fb-5d58-bc5a-076fdd0ef02d,UniqueItem,diablo2-io
,9769,b54c729d39cf9b2308670c89,,"Biggin's Bonnet 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",9769301c-0d9d-5525-9e44-1871f7aa8e84,SourceDocument,diablo2-io
,,biggin-s-bonnet-t686,,"Biggin's Bonnet 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",338a0ec4-8900-5481-80a4-38ef74f7e106,UniqueItem,diablo2-io
,11661,fca52a6fc60251f17b60c23b,,"Bing Sz Wang 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",7ad63992-9e67-5e56-abb0-58f42df55234,SourceDocument,diablo2-io
,,bing-sz-wang-t687,,"Bing Sz Wang 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",f387fc56-570c-5846-9752-800f1faf8d1c,UniqueItem,diablo2-io
,11204,4e8357a43c50a4e9f74bf532,,"Black Hades 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",cbf71a53-78e9-5962-95e0-44f617b5ccda,SourceDocument,diablo2-io
,,black-hades-t688,,"Black Hades 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",075fc88e-2509-5add-a4c4-06d878a371a1,UniqueItem,diablo2-io
,11055,f8c43c36406aec1a70d0b340,,"Blackbog's Sharp 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",54701cf5-18b8-5fbe-aa48-3546d405106d,SourceDocument,diablo2-io
,,blackbog-s-sharp-t689,,"Blackbog's Sharp 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",e1dec5ec-bb12-5354-86b2-0f393fe8fa1e,UniqueItem,diablo2-io
,11755,af10aaacbc24a3775a76b6e4,,"Blackhand Key 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",c710abc2-4054-5da8-8f8b-12b5e14f22f3,SourceDocument,diablo2-io
,,blackhand-key-t690,,"Blackhand Key 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",bc959372-ee56-5b47-b25d-d1665baa8bf6,UniqueItem,diablo2-io
,13088,27fd388319e2e99656145e9a,,"Blackhorn's Face 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",ce413a75-b363-5006-a49e-cd33698d5c3a,SourceDocument,diablo2-io
,,blackhorn-s-face-t691,,"Blackhorn's Face 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",5f8c49dc-a07c-5dcf-bc09-c80632a8471c,UniqueItem,diablo2-io
,10393,54a91010da1a7578ebd8a670,,"Blackleach Blade 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",c24cbc17-8ae8-5110-8c0a-e42454356c05,SourceDocument,diablo2-io
,,blackleach-blade-t692,,"Blackleach Blade 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",f798fc25-67ee-5258-9c3b-4a89c30daaeb,UniqueItem,diablo2-io
,12424,ac5bada558ba819cd012e634,,"Blackoak Shield 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",26111185-09a4-549f-9241-e3aa82f20b65,SourceDocument,diablo2-io
,,blackoak-shield-t693,,"Blackoak Shield 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",be65c216-6cb3-587c-b2c4-4c4992217585,UniqueItem,diablo2-io
,9298,1efb7e342e6648ebf407d399,,"Blacktongue 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",4d76ee24-d076-53b3-933c-544361e568f1,SourceDocument,diablo2-io
,,blacktongue-t694,,"Blacktongue 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",f19e78d3-09da-534c-82df-3f0e36d88712,UniqueItem,diablo2-io
,14548,62c59efc1324485b6a3c70b6,,"Blade Of Ali Baba 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",86dd3a45-3a6f-54bc-8168-a63baeb98306,SourceDocument,diablo2-io
,,blade-of-ali-baba-t695,,"Blade Of Ali Baba 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",6b7b2104-fd12-5efe-b670-0d6056965609,UniqueItem,diablo2-io
,9078,0f138496fac4c5290e604491,,"Bladebone 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",5bbc209f-654b-506d-b66b-906246863fbd,SourceDocument,diablo2-io
,,bladebone-t696,,"Bladebone 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",c1144bb5-6c5e-5ad1-92f1-37136f1f34ef,UniqueItem,diablo2-io
,9202,dcff71fb04a16dc987271c63,,"Bladebuckle 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",9ec364ed-f532-5f12-9cb9-87da5d83a86d,SourceDocument,diablo2-io
,,bladebuckle-t697,,"Bladebuckle 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",7729f48d-bd0b-5384-ac44-1e9f877a8c1c,UniqueItem,diablo2-io
,9709,4764ebb6e77f61e79f7cc94c,,"Blastbark 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",5f57a611-11da-5a9b-ac98-1a9d48782d8e,SourceDocument,diablo2-io
,,blastbark-t698,,"Blastbark 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",d87dd275-bc1d-5415-ad33-6fb7a6d89083,UniqueItem,diablo2-io
,9482,ae510b2aef8a2e7b0d41fbe5,,"Blinkbat's Form 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",caab4abd-4f05-59e1-91d9-74670e5553af,SourceDocument,diablo2-io
,,blinkbat-s-form-t699,,"Blinkbat's Form 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",dd85ea8b-c884-5cd9-8017-553b22e677ef,UniqueItem,diablo2-io
,11416,e02c89d0e12c24fb77646382,,"Blood Crescent 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",87631128-37a6-5767-8515-05c5eb7ce428,SourceDocument,diablo2-io
,,blood-crescent-t700,,"Blood Crescent 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",116da8d0-3275-5751-97b4-c97159e96e59,UniqueItem,diablo2-io
,11877,6048f8f3f1ef4f62673a9cc3,,"Blood Raven's Charge 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",eaee32bd-ad0e-5247-a539-fa65b8816abc,SourceDocument,diablo2-io
,,blood-raven-s-charge-t701,,"Blood Raven's Charge 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",340f7abf-c940-5c1b-893f-7e6088d2110e,UniqueItem,diablo2-io
,10365,db7482bcf130caeb5e00e963,,"Bloodfist 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",5fd927a3-427d-5cca-8627-49e85f80c308,SourceDocument,diablo2-io
,,bloodfist-t702,,"Bloodfist 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",353faf6c-7330-5510-908f-f556b3edbfe4,UniqueItem,diablo2-io
,13504,164b15ff86d91df357ae19a7,,"Bloodletter 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",283c1e8b-70ca-5302-89b2-7d52a4e9ae9c,SourceDocument,diablo2-io
,,bloodletter-t703,,"Bloodletter 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",8c023d98-b616-5e9a-b800-a1559031c1c4,UniqueItem,diablo2-io
,10194,3f6ddcee1fce502ca0344ff1,,"Bloodmoon 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",93ef9e87-896f-59d8-a4f2-9a2fd150e4b7,SourceDocument,diablo2-io
,,bloodmoon-t704,,"Bloodmoon 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",e4b83c51-0531-5b1b-a072-e692545bad2d,UniqueItem,diablo2-io
,9599,ef5e89cce7bc0ebd3ad6d8e2,,"Bloodrise 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",87d8142f-08c3-5bb6-b6e4-789bb35afa30,SourceDocument,diablo2-io
,,bloodrise-t705,,"Bloodrise 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",ba1bffb5-441d-542a-b74b-11b8ae3cc286,UniqueItem,diablo2-io
,9546,7833b8c1709c13a8c76d02aa,,"Bloodthief 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",00eddc6b-34f8-5f97-a36d-73e470474567,SourceDocument,diablo2-io
,,bloodthief-t706,,"Bloodthief 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",739f6e49-1a53-5226-a5d0-898ed7df2292,UniqueItem,diablo2-io
,10222,acbab42a6b69b69d354f2160,,"Bloodtree Stump 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",9c6bf238-f467-5ed4-8d15-bfed9df1b701,SourceDocument,diablo2-io
,,bloodtree-stump-t707,,"Bloodtree Stump 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",173eee69-f4f9-56b7-9457-5d4a91150fc5,UniqueItem,diablo2-io
,10329,0e3bcfc965a50a044095680e,,"Boneflame 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",25102202-f4bc-593b-a5d0-614595599f70,SourceDocument,diablo2-io
,,boneflame-t708,,"Boneflame 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",8e0db5b9-77c4-5472-8e6c-b09e23075ea8,UniqueItem,diablo2-io
,9789,49fe7369db043c63b0cd3f00,,"Boneflesh 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",00a79f80-2864-5fdb-8417-9d5bada24aec,SourceDocument,diablo2-io
,,boneflesh-t709,,"Boneflesh 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",f28b0ee0-6e4a-5329-9ee4-b8e75c2a97d3,UniqueItem,diablo2-io
,10893,ddc1e88d9617708c14cc576d,,"Bonehew 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",cf8a611b-86fb-577a-b26b-977115052c68,SourceDocument,diablo2-io
,,bonehew-t710,,"Bonehew 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",87252170-92f6-5921-a433-ec25c4d8a3db,UniqueItem,diablo2-io
,11878,0f5d83a36ee1556ea5ff6d7c,,"Boneshade 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",85fe169d-1ece-56e2-9de3-54db651ccafd,SourceDocument,diablo2-io
,,boneshade-t711,,"Boneshade 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",5e66d675-be2b-5369-afff-6aa6dc938363,UniqueItem,diablo2-io
,12240,a8a1506b650bab87ffed13bd,,"Boneslayer Blade 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",2c450eca-b03e-5714-bb77-300a29832064,SourceDocument,diablo2-io
,,boneslayer-blade-t712,,"Boneslayer Blade 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",cda92b7b-67d3-5424-b396-8e428462586f,UniqueItem,diablo2-io
,11119,74ba4750f4594b72afead70c,,"Bonesnap 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",507f1dae-1624-540b-a7c3-a2875c857540,SourceDocument,diablo2-io
,,bonesnap-t713,,"Bonesnap 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",3f81ede4-3885-5570-9f54-7a7ce5c34ca1,UniqueItem,diablo2-io
,9506,57fc925327aca70c0eb8c8c2,,"Brainhew 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",cc5618ec-c270-509f-b1ac-f9bec0a02fbc,SourceDocument,diablo2-io
,,brainhew-t714,,"Brainhew 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",a3de8108-0da9-5868-b49b-5108c906a3a8,UniqueItem,diablo2-io
,11557,5139bb74977ae207ae31dc7d,,"Bul-Kathos' Wedding Band 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",df3c9109-2396-58d2-9497-a1107d799093,SourceDocument,diablo2-io
,,bul-kathos-wedding-band-t715,,"Bul-Kathos' Wedding Band 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",eef1319b-8d18-5741-883b-cb39d2163e30,UniqueItem,diablo2-io
,15049,962d984fc193accf1cef4846,,"Buriza-Do Kyanon 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",0a1d12c3-1cc7-53b5-b858-36ffd0c6f054,SourceDocument,diablo2-io
,,buriza-do-kyanon-t716,,"Buriza-Do Kyanon 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",af61d362-fb3c-5bc0-b9ef-1c13053c64bd,UniqueItem,diablo2-io
,10599,17bfc0eac3c20f64fa4e0e50,,"Butcher's Pupil 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",9cf66f63-5948-5cb1-a2c0-79c16b4166af,SourceDocument,diablo2-io
,,butcher-s-pupil-t717,,"Butcher's Pupil 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",0701d0ae-578c-58f9-9732-473c46bf773b,UniqueItem,diablo2-io
,11238,1f45866f4ace2e05b760801d,,"Bverrit Keep 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",626361e6-59ed-5f87-b527-a03f2e1632e6,SourceDocument,diablo2-io
,,bverrit-keep-t718,,"Bverrit Keep 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",e2cea283-2568-51ec-ac9b-e2ca52c75a03,UniqueItem,diablo2-io
,11890,735fca9f2174c81b51dc10db,,"Carin Shard 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",7ce23ebf-57c4-5647-a1c1-d39a4c21e4ca,SourceDocument,diablo2-io
,,carin-shard-t719,,"Carin Shard 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",2ba33843-d7bc-51e1-88e8-73e4590963e3,UniqueItem,diablo2-io
,13552,19a119fbdcb1794850543bca,,"Carrion Wind 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",37a9db7e-cadf-5e90-98c5-e04f711d7f42,SourceDocument,diablo2-io
,,carrion-wind-t720,,"Carrion Wind 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",00821710-cd43-5583-87db-eb7de3b60dbd,UniqueItem,diablo2-io
,11862,18a6701c659007c5bd702175,,"Cerebus' Bite 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",ffe812e1-f153-53cf-9643-3c16d6bf8c3b,SourceDocument,diablo2-io
,,cerebus-bite-t721,,"Cerebus' Bite 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",722890a4-9570-5c94-8933-509399abc58c,UniqueItem,diablo2-io
,13835,a5c0ee2f5411a71eb29ed531,,"Chance Guards 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",8336f0a8-1890-5cd0-a176-ca9b44d4c72b,SourceDocument,diablo2-io
,,chance-guards-t722,,"Chance Guards 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",fc5dd44f-14f9-5521-bde5-df5290dd51d3,UniqueItem,diablo2-io
,11015,0b4f861bd661e397f0ad555a,,"Chromatic Ire 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",b8fd8d38-1e27-5304-9b95-6d01ea88b2c4,SourceDocument,diablo2-io
,,chromatic-ire-t723,,"Chromatic Ire 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",6240b500-bd53-517a-a40a-bedaa4193717,UniqueItem,diablo2-io
,8896,734315f1518078a4de7422cd,,"Cliffkiller 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",f0bc041b-1002-5adb-8009-e79c45277ea9,SourceDocument,diablo2-io
,,cliffkiller-t724,,"Cliffkiller 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",030e9a4d-5890-51a2-9344-257f3de04d45,UniqueItem,diablo2-io
,9392,449690fbef90af2748e65a12,,"Cloudcrack 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",7827a908-0fe9-5bf6-9bf0-4a53b142d3e7,SourceDocument,diablo2-io
,,cloudcrack-t725,,"Cloudcrack 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",ca9df261-69a9-5bb6-9852-bd9eb9ac2dce,UniqueItem,diablo2-io
,9719,0996cacb950334ad019d9f54,,"Coif of Glory 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",c1fc8d61-1bcf-5c68-ae4e-7568fd7cc2bd,SourceDocument,diablo2-io
,,coif-of-glory-t726,,"Coif of Glory 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",cb0e22b5-5465-5b45-be1d-df322b85bcd4,UniqueItem,diablo2-io
,8945,48b8e76a278b88561a135a5e,,"Coldkill 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",a23eba5e-a22b-584f-8808-b7d62667d2bf,SourceDocument,diablo2-io
,,coldkill-t727,,"Coldkill 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",6e0a3e0d-70b6-542b-a4f8-afa51d7f3d7a,UniqueItem,diablo2-io
,11829,62e9b2ffbcc90b08139cbabf,,"Coldsteel Eye 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",8f507c3d-fc8e-53aa-a357-c1cdc7be7a1b,SourceDocument,diablo2-io
,,coldsteel-eye-t728,,"Coldsteel Eye 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",fa548fbb-4308-5ee5-b4c7-55aeccd5980c,UniqueItem,diablo2-io
,11895,b455fff4159b42dd4a1c188e,,"Corpsemourn 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",7751fb75-3fa1-5045-aa31-43f36021ba79,SourceDocument,diablo2-io
,,corpsemourn-t729,,"Corpsemourn 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",f6bfdb4c-4ad1-57f2-8732-0621eec11a06,UniqueItem,diablo2-io
,10588,617882191b939c3c7795d0da,,"Crainte Vomir 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",6d2fef34-553e-5eba-b30a-1e73f0ae88b2,SourceDocument,diablo2-io
,,crainte-vomir-t730,,"Crainte Vomir 
        
        
        
                                  • Diablo 2 Resurrected Unique Item
                          
        
         • diablo2.io",f598498a-9800-5ee6-bf62-1d9acdd8581b,UniqueItem,diablo2-io
,10824,f8eba59f128aaf2f1585a7d2,,"Cathan's Visage 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",31852c17-c8b3-5679-a578-2ee1f5a76c26,SourceDocument,diablo2-io
,,cathan-s-visage-t4,,"Cathan's Visage 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",c03d72d9-08f1-595d-8d53-47d2aa703e68,SetItem,diablo2-io
,12879,74d3e97d22042faca154bcc2,,"Cathan's Traps 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Full Set
                                          
        
         • diablo2.io",2ec8ea0a-62cb-5e82-b697-010b80ccfaa8,SourceDocument,diablo2-io
,,cathan-s-traps-t29,,"Cathan's Traps 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Full Set
                                          
        
         • diablo2.io",2e5286dc-f75b-5cb6-8d1e-1571ccfd8e6b,SetItem,diablo2-io
,11625,781bf0b636276d3aa7ce2965,,"Cathan's Rule 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",c4231d31-52d3-5faa-8b00-081b1fbdfcbc,SourceDocument,diablo2-io
,,cathan-s-rule-t30,,"Cathan's Rule 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",7dcdd374-e0d3-544c-9431-7f9f91f4bee2,SetItem,diablo2-io
,11645,7c3062af0e8190380e94c7ce,,"Cathan's Seal 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",f694fdbc-d9ba-5a38-a58f-87f76528426f,SourceDocument,diablo2-io
,,cathan-s-seal-t31,,"Cathan's Seal 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",d5ea2c0c-368b-5927-9443-a5a109fa3517,SetItem,diablo2-io
,10944,f2fbeb5a13441043caf8b761,,"Cathan's Sigil 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",4d03e403-7076-5cd9-8c6b-61fad541a4fa,SourceDocument,diablo2-io
,,cathan-s-sigil-t32,,"Cathan's Sigil 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",47f76a15-c81d-52a0-a8bb-2f72e4d71693,SetItem,diablo2-io
,9729,33b65a72ef93a27102788227,,"Cathan's Mesh 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",1368a6c0-0753-5211-9cfe-53dafbae3c5d,SourceDocument,diablo2-io
,,cathan-s-mesh-t33,,"Cathan's Mesh 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",1e66e68c-ab62-596f-a361-8101415b378c,SetItem,diablo2-io
,12480,f09519e30e3b320c279dbb53,,"Immortal King's Stone Crusher 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",eb443d3d-2ee8-559c-97da-d047675238a6,SourceDocument,diablo2-io
,,immortal-king-s-stone-crusher-t58,,"Immortal King's Stone Crusher 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",17dfefdf-12a7-553e-a173-c5390d7c9342,SetItem,diablo2-io
,12370,62e2cf2b99b17cd55097ab9d,,"Immortal King's Detail 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",9e59913f-bd1f-50d3-8fc0-c522a68fa5ff,SourceDocument,diablo2-io
,,immortal-king-s-detail-t59,,"Immortal King's Detail 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",667fd876-9094-5146-8095-bd2f591df81b,SetItem,diablo2-io
,9275,a0c4aaabb700b5831fc42901,,"Sander's Superstition 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",5b37aa89-48aa-58c3-8f03-b17209bcead4,SourceDocument,diablo2-io
,,sander-s-superstition-t60,,"Sander's Superstition 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",3883ebf1-7be3-5dc5-9915-cdb15e52c7c2,SetItem,diablo2-io
,13221,45e23e1d3992eb6b65adc2f2,,"Immortal King 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Full Set
                                          
        
         • diablo2.io",911ae442-f946-5a39-bb76-611280d94439,SourceDocument,diablo2-io
,,immortal-king-t91,,"Immortal King 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Full Set
                                          
        
         • diablo2.io",d8aab8cb-a3a6-514a-84d5-eb6dfed0e9fa,SetItem,diablo2-io
,14086,6f94b59b23cf7ba11b91171a,,"Aldur's Watchtower 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Full Set
                                          
        
         • diablo2.io",42da3dd9-544a-59a8-afc9-c4c5d47348b0,SourceDocument,diablo2-io
,,aldur-s-watchtower-t1033,,"Aldur's Watchtower 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Full Set
                                          
        
         • diablo2.io",6295482b-af64-595b-a94d-8794546816e7,SetItem,diablo2-io
,13566,f99fcf710c8af131f7c06047,,"Aldur's Rhythm 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",1382e92e-4539-57ae-ad7b-54c4cccf8443,SourceDocument,diablo2-io
,,aldur-s-rhythm-t1034,,"Aldur's Rhythm 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",c7999e4b-ffa3-5dec-a751-da1ab29f8619,SetItem,diablo2-io
,11345,f233a70bc59cc43220ead488,,"Aldur's Stony Gaze 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",4f41fae4-60e2-5341-99a8-781f1a6ff5b5,SourceDocument,diablo2-io
,,aldur-s-stony-gaze-t1035,,"Aldur's Stony Gaze 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",149c4029-ef89-5d96-af1e-c75f7f3f7f76,SetItem,diablo2-io
,10724,2767a8ea8b038541fe377af6,,"Aldur's Deception 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",f7bd0ce9-e88c-568e-a102-a99189adbefd,SourceDocument,diablo2-io
,,aldur-s-deception-t1036,,"Aldur's Deception 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",294bd3bd-c42b-5fbb-ba34-f6fc4921765e,SetItem,diablo2-io
,12503,eb6c983105ef17b880d036e8,,"Aldur's Advance 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",79033814-6e70-5390-98d6-35194dcfa030,SourceDocument,diablo2-io
,,aldur-s-advance-t1037,,"Aldur's Advance 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Set Item
                                          
        
         • diablo2.io",467aa0e8-2576-5ac6-8b73-3993a2df9fce,SetItem,diablo2-io
,12162,0c55a0744ced8b0c84e3ea5c,,"Angelic Raiment 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Full Set
                                          
        
         • diablo2.io",8da3e466-5b62-5f2c-978e-cdfc2b3bed1d,SourceDocument,diablo2-io
,,angelic-raiment-t1038,,"Angelic Raiment 
        
        
        
                                  • Diablo 2 Resurrected 
                                  Full Set
                                          
        
         • diablo2.io",5b397da9-4bd7-56c1-9e95-2c33df5fdb8e,SetItem,diablo2-io
